Name,Style,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws
JJ Okanovich,,32.0,,,6.93,5.27,0.0,0.0,51.0,100.0,0.0,900.0,86.0,2.0,16.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,
Bolaji Oki,MMA,28.0,70.0,73.0,5.18,2.53,0.84,0.0,64.0,83.0,0.84,533.0,87.0,1.0,4.0,5.0,2.0,1.0,43.0,100.0,9.0,1.0,0.0
Michal Oleksiejczuk,MMA,29.0,72.0,74.0,5.08,4.61,1.08,0.0,59.0,48.0,1.08,388.0,398.0,24.0,70.0,14.0,4.0,1.0,51.0,44.0,19.0,9.0,0.0
Vinicius Oliveira,MMA,28.0,69.0,70.5,5.87,2.87,1.38,0.0,53.0,69.0,0.92,654.0,172.0,4.0,16.0,16.0,2.0,2.0,44.0,60.0,21.0,3.0,0.0
Saimon Oliveira,Striker,32.0,64.0,72.0,2.82,3.91,1.21,1.61,48.0,35.0,0.0,746.0,89.0,13.0,3.0,5.0,2.0,11.0,41.0,25.0,18.0,5.0,0.0
Bruno Oliveira,,39.0,,,3.44,4.92,0.0,0.0,55.0,0.0,122.0,7.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,,
Charles Oliveira,Jiu-Jitsu,34.0,70.0,74.0,3.39,3.2,2.17,2.81,51.0,55.0,0.51,427.0,451.0,166.0,179.0,10.0,3.0,21.0,54.0,40.0,34.0,10.0,0.0
David Onama,Striker,29.0,71.0,74.0,5.04,5.1,0.67,0.45,52.0,53.0,0.67,668.0,278.0,29.0,30.0,7.0,1.0,4.0,48.0,18.0,12.0,2.0,0.0
Myktybek Orolbai,MMA,26.0,70.0,74.0,3.0,42.0,0.0,0.0,33.0,0.0,20.0,1.0,0.0,0.0,5.0,2.0,2.0,100.0,13.0,1.0,1.0,,
Brian Ortega,Striker,33.0,68.0,69.0,4.07,6.54,1.17,1.17,50.0,58.0,0.49,767.0,542.0,48.0,34.0,3.0,5.0,8.0,39.0,27.0,16.0,3.0,0.0
Ode Osbourne,Striker,32.0,67.0,73.0,3.46,4.44,1.27,0.25,45.0,65.0,0.51,356.0,179.0,10.0,16.0,5.0,2.0,4.0,39.0,28.0,12.0,7.0,0.0
Sidney Outlaw,,31.0,68.0,74.0,0.13,0.8,3.0,3.0,71.0,0.0,900.0,2.0,0.0,0.0,1.0,4.0,3.0,33.0,75.0,9.0,4.0,0.0,
Angel Pacheco,Boxing,32.0,68.0,70.0,9.5,11.47,0.0,0.0,41.0,29.0,0.0,900.0,243.0,42.0,0.0,5.0,0.0,2.0,39.0,0.0,7.0,3.0,0.0
Fernando Padilla,MMA,27.0,73.0,75.98,6.48,5.25,0.0,0.77,54.0,100.0,1.54,389.0,101.0,7.0,18.0,4.0,2.0,8.0,42.0,0.0,16.0,5.0,0.0
Dinis Paiva,,35.0,,,2.6,2.73,0.0,0.0,67.0,82.0,1.0,900.0,34.0,1.0,4.0,0.0,0.0,0.0,41.0,13.0,8.0,0.0,
Luis Pajuelo,MMA,29.0,70.0,69.5,6.03,8.2,0.0,0.0,52.0,67.0,0.0,194.0,18.0,4.0,17.0,7.0,1.0,0.0,57.0,8.0,2.0,0.0,
Rick Palacios,,35.0,66.0,,7.73,3.27,0.0,0.0,60.0,100.0,0.0,900.0,115.0,1.0,0.0,0.0,0.0,0.0,54.0,10.0,1.0,0.0,
Alexandre Pantoja,MMA,34.0,65.0,67.0,4.41,3.97,2.61,0.84,50.0,68.0,0.31,781.0,689.0,91.0,81.0,8.0,10.0,10.0,50.0,48.0,28.0,5.0,0.0
Josh Parisian,Striker,34.0,76.0,79.0,4.55,4.88,0.98,0.2,41.0,46.0,0.39,508.0,240.0,74.0,33.0,11.0,2.0,2.0,48.0,33.0,15.0,8.0,0.0
Junyong Park,Boxing,33.0,70.0,73.0,4.53,3.3,1.83,1.05,54.0,58.0,0.13,689.0,418.0,43.0,59.0,5.0,6.0,6.0,51.0,50.0,17.0,6.0,0.0
HyunSung Park,MMA,28.0,67.0,66.0,4.15,3.43,1.54,2.57,60.0,100.0,1.03,438.0,93.0,8.0,20.0,4.0,1.0,4.0,45.0,27.0,9.0,0.0,0.0
Jae Hyun Park,,21.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
Mick Parkin,MMA,28.0,76.0,79.0,4.91,4.15,1.49,0.3,58.0,50.0,0.3,604.0,230.0,11.0,6.0,5.0,3.0,1.0,53.0,42.0,10.0,0.0,0.0
Preston Parsons,MMA,29.0,71.0,71.0,3.5,3.12,3.53,2.35,55.0,71.0,0.0,765.0,146.0,30.0,47.0,0.0,2.0,9.0,52.0,37.0,11.0,5.0,0.0
Jonny Parsons,Muay Thai,32.0,69.0,69.0,4.65,4.89,0.0,0.0,60.0,67.0,1.2,749.0,103.0,8.0,5.0,7.0,2.0,0.0,45.0,0.0,9.0,3.0,0.0
Billy Pasulatan,,31.0,,,0.65,5.22,0.0,4.89,48.0,0.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,,
Jhonoven Pati,,32.0,,,2.88,6.13,2.7,0.0,33.0,0.0,333.0,12.0,3.0,1.0,0.0,0.0,0.0,53.0,100.0,0.0,1.0,0.0,
Wendri Patilima,,29.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
Sam Patterson,MMA,28.0,75.0,78.0,2.66,3.37,1.94,3.89,49.0,33.0,0.0,232.0,37.0,4.0,0.0,4.0,1.0,7.0,38.0,100.0,12.0,2.0,1.0
Thomas Paull,,28.0,,,7.33,8.67,0.0,0.0,65.0,0.0,90.0,11.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,,
Sergei Pavlovich,MMA,32.0,75.0,84.0,5.86,5.03,0.0,0.0,52.0,75.0,3.2,219.0,144.0,18.0,30.0,15.0,3.0,0.0,44.0,0.0,18.0,3.0,0.0
Jonathan Pearce,MMA,31.0,72.0,71.0,5.32,3.43,5.24,0.79,54.0,58.0,0.0,630.0,282.0,101.0,119.0,9.0,3.0,2.0,55.0,50.0,14.0,6.0,0.0
Trevor Peek,,29.0,69.0,70.0,4.58,4.17,1.82,0.0,45.0,54.0,0.52,691.0,181.0,49.0,34.0,8.0,0.0,0.0,55.0,54.0,9.0,2.0,0.0
Matěj Peňáz,,26.0,,,1.28,2.55,0.0,0.0,33.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,,
Feng Pengchao,,23.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Alex Pereira,Kickboxer,37.0,76.0,79.0,5.23,3.51,0.17,0.35,51.0,70.0,1.04,579.0,357.0,61.0,36.0,9.0,2.0,0.0,64.0,100.0,11.0,2.0,0.0
Michel Pereira,Striker,30.0,73.0,73.0,5.16,3.7,1.53,0.84,58.0,94.0,0.42,587.0,463.0,68.0,24.0,11.0,10.0,9.0,54.0,55.0,31.0,11.0,0.0
Alex Perez,Freestyle,32.0,66.0,65.5,4.19,3.2,2.04,0.85,59.0,77.0,0.68,407.0,260.0,55.0,55.0,6.0,12.0,7.0,46.0,46.0,25.0,9.0,0.0
Thomas Petersen,Boxer,29.0,73.0,74.0,4.32,3.96,2.49,0.42,57.0,100.0,0.0,723.0,130.0,9.0,17.0,7.0,0.0,1.0,61.0,43.0,9.0,2.0,0.0
Vitor Petrino,Striker,26.0,74.0,77.5,2.82,2.58,3.98,0.75,45.0,71.0,0.5,604.0,125.0,3.0,42.0,7.0,2.0,0.0,46.0,67.0,11.0,1.0,0.0
Andre Petroski,Freestyle,33.0,72.0,73.0,3.0,2.7,4.07,2.04,51.0,80.0,0.19,607.0,160.0,7.0,76.0,4.0,3.0,4.0,51.0,56.0,11.0,4.0,0.0
Armen Petrosyan,Muay Thai,33.0,75.0,71.0,5.69,2.9,0.22,0.0,57.0,32.0,0.22,693.0,350.0,24.0,20.0,6.0,3.0,0.0,53.0,33.0,9.0,3.0,0.0
Peter Petties,,32.0,69.0,,2.61,8.24,0.0,0.0,48.0,0.0,459.0,16.0,4.0,0.0,3.0,2.0,0.0,29.0,0.0,5.0,3.0,0.0,
Kyler Phillips,,29.0,68.0,72.0,5.72,3.38,2.41,0.48,61.0,75.0,0.48,700.0,406.0,41.0,87.0,5.0,5.0,2.0,46.0,47.0,12.0,2.0,0.0
Vinc Pichel,Freestyle,41.0,70.0,72.0,3.62,3.05,2.78,0.22,56.0,25.0,0.11,736.0,305.0,99.0,84.0,8.0,6.0,0.0,47.0,54.0,14.0,4.0,0.0
Paddy Pimblett,,29.0,70.0,73.0,4.94,3.75,0.91,2.13,41.0,53.0,0.61,494.0,180.0,17.0,47.0,6.0,6.0,10.0,53.0,25.0,22.0,3.0,0.0
Daniel Pineda,Freestyle,38.0,67.0,69.0,2.96,3.34,1.61,1.48,44.0,49.0,0.27,542.0,196.0,22.0,112.0,9.0,0.0,19.0,49.0,24.0,28.0,16.0,0.0
Jamal Pogues,Boxing,28.0,75.0,77.0,3.36,4.17,2.4,0.0,50.0,78.0,0.0,900.0,202.0,28.0,22.0,4.0,6.0,1.0,45.0,48.0,11.0,4.0,0.0
Dustin Poirier,Jiu-Jitsu,35.0,69.0,72.0,5.3,4.33,1.24,1.28,53.0,64.0,0.62,617.0,1351.0,282.0,165.0,16.0,7.0,7.0,51.0,36.0,30.0,9.0,0.0
Santiago Ponzinibbio,Striker,37.0,72.0,73.0,4.74,4.55,0.59,0.0,62.0,67.0,0.74,674.0,908.0,20.0,30.0,16.0,8.0,6.0,41.0,32.0,30.0,8.0,0.0
Parker Porter,MMA,38.0,72.0,75.0,6.55,6.32,1.35,0.45,52.0,67.0,0.0,444.0,374.0,47.0,15.0,6.0,5.0,3.0,50.0,26.0,14.0,9.0,0.0
Ihor Potieria,MMA,27.0,75.0,75.0,5.13,5.04,0.0,0.0,51.0,57.0,1.37,374.0,161.0,35.0,28.0,9.0,4.0,6.0,51.0,0.0,20.0,6.0,0.0
Marcin Prachnio,Karate,36.0,75.0,74.0,5.57,3.24,0.15,0.0,54.0,54.0,0.15,616.0,482.0,89.0,1.0,11.0,5.0,1.0,54.0,20.0,17.0,8.0,0.0
Francisco Prado,,21.0,70.0,69.0,4.58,5.66,0.0,0.44,53.0,25.0,0.44,682.0,133.0,3.0,20.0,6.0,0.0,6.0,41.0,0.0,12.0,2.0,0.0
Ricardo Prasel,Jiu-Jitsu,33.0,79.0,,2.21,7.83,0.0,0.0,37.0,0.0,299.0,9.0,2.0,0.0,0.0,0.0,0.0,58.0,0.0,9.0,2.0,0.0,
Rana Rudra Pratap Singh,,26.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
Niko Price,Freestyle,34.0,72.0,76.0,5.65,5.69,1.15,0.63,49.0,62.0,0.52,506.0,631.0,85.0,94.0,10.0,3.0,3.0,43.0,32.0,16.0,7.0,0.0
Jiří Procházka,Muay Thai,31.0,75.0,80.0,5.38,5.59,0.72,0.24,40.0,68.0,0.48,625.0,256.0,19.0,61.0,26.0,1.0,3.0,55.0,60.0,30.0,5.0,1.0
Claudio Puelles,Muay Thai,27.0,70.0,72.0,1.56,2.78,3.17,1.17,46.0,60.0,0.0,674.0,74.0,8.0,58.0,2.0,4.0,7.0,50.0,37.0,13.0,4.0,0.0
Joe Pyfer,Boxing,27.0,74.0,75.0,3.72,3.48,1.45,0.87,52.0,50.0,0.87,443.0,175.0,2.0,15.0,9.0,1.0,3.0,41.0,42.0,13.0,3.0,0.0
Billy Quarantillo,MMA,35.0,70.0,70.0,7.36,5.57,1.24,1.11,44.0,61.0,0.25,662.0,573.0,177.0,143.0,8.0,4.0,5.0,57.0,23.0,18.0,6.0,0.0
Landon Quinones,Striker,28.0,69.0,70.0,6.77,7.7,0.5,0.0,56.0,100.0,0.0,900.0,191.0,12.0,0.0,5.0,1.0,1.0,40.0,33.0,7.0,3.0,1.0
Cristian Quiñonez,Jiu-Jitsu,27.0,68.0,70.0,4.19,4.55,1.37,0.0,55.0,84.0,0.46,491.0,124.0,9.0,4.0,10.0,5.0,3.0,40.0,38.0,18.0,5.0,0.0
Loik Radzhabov,Boxing,33.0,71.0,69.0,2.89,3.76,4.65,0.0,46.0,43.0,0.31,726.0,97.0,4.0,39.0,8.0,5.0,5.0,44.0,58.0,18.0,6.0,1.0
Shavkat Rakhmonov,Sambo,29.0,73.0,77.0,4.12,2.41,1.49,1.79,52.0,100.0,0.3,502.0,113.0,56.0,38.0,8.0,0.0,10.0,61.0,29.0,18.0,0.0,0.0
Aleksandar Rakić,Freestyle,32.0,76.0,78.0,4.26,2.8,0.76,0.15,51.0,86.0,0.6,662.0,265.0,43.0,115.0,9.0,3.0,1.0,51.0,25.0,14.0,4.0,0.0
Mitch Ramirez,MMA,31.0,71.0,71.0,2.37,3.34,0.91,0.0,36.0,0.0,495.0,35.0,4.0,0.0,5.0,1.0,2.0,42.0,100.0,8.0,2.0,0.0,
Ricardo Ramos,Jiu-Jitsu,29.0,69.0,72.0,3.21,3.74,3.02,0.72,58.0,73.0,0.43,522.0,284.0,26.0,25.0,4.0,5.0,7.0,38.0,60.0,16.0,6.0,0.0
Mitch Raposo,Freestyle,25.0,65.0,64.5,2.29,3.32,1.94,0.0,52.0,50.0,0.0,696.0,50.0,0.0,3.0,4.0,2.0,3.0,34.0,60.0,9.0,2.0,0.0
Greg Rebello,,41.0,72.0,73.0,2.61,2.92,0.0,0.0,58.0,0.0,288.0,24.0,1.0,0.0,15.0,7.0,2.0,39.0,24.0,8.0,0.0,,
Zachary Reese,,30.0,76.0,77.0,5.32,6.21,0.0,8.87,28.0,4.43,68.0,11.0,1.0,6.0,4.0,0.0,2.0,67.0,7.0,1.0,0.0,,
Steve Regman,MMA,31.0,71.0,78.0,1.41,4.93,3.52,0.0,24.0,0.0,511.0,10.0,1.0,1.0,0.0,0.0,0.0,60.0,100.0,9.0,3.0,0.0,
Paulo Renato Jr.,,29.0,,,4.89,5.18,0.0,0.0,57.0,100.0,0.0,521.0,83.0,2.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,0.0,
Solomon Renfro,,26.0,69.5,72.5,5.2,3.53,2.0,0.0,61.0,100.0,1.0,900.0,58.0,16.0,4.0,0.0,0.0,0.0,45.0,50.0,0.0,1.0,0.0
Kyle Reyes,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Dominick Reyes,,34.0,76.0,77.0,4.87,3.75,0.35,0.35,49.0,81.0,1.04,470.0,347.0,43.0,30.0,8.0,3.0,2.0,50.0,29.0,13.0,4.0,0.0
Alex Reyes,Freestyle,37.0,71.0,73.0,4.04,10.91,0.0,0.0,40.0,0.0,149.0,15.0,5.0,0.0,9.0,0.0,4.0,39.0,0.0,13.0,4.0,0.0,
Brendson Ribeiro,Striker,27.0,75.0,81.0,3.08,3.08,2.2,0.73,49.0,0.73,409.0,55.0,3.0,5.0,9.0,0.0,6.0,47.0,50.0,15.0,7.0,0.0,
Brad Riddell,Striker,31.0,67.0,71.0,4.71,3.53,1.77,0.0,54.0,63.0,0.2,655.0,297.0,16.0,47.0,5.0,5.0,0.0,54.0,36.0,10.0,4.0,0.0
Robbie Ring,,23.0,,,5.11,9.15,4.04,0.0,38.0,0.0,223.0,17.0,2.0,0.0,0.0,0.0,0.0,38.0,33.0,0.0,1.0,0.0,
Roosevelt Roberts,Jiu-Jitsu,29.0,74.0,73.0,3.05,3.12,1.39,0.87,53.0,53.0,0.0,519.0,187.0,15.0,62.0,4.0,3.0,5.0,44.0,30.0,12.0,5.0,0.0
Danny Roberts,Striker,36.0,73.0,74.0,3.18,3.73,0.24,0.24,51.0,58.0,0.35,545.0,262.0,82.0,61.0,8.0,5.0,5.0,40.0,10.0,18.0,8.0,0.0
Keifer Roberts,,30.0,,,,,,,,,,,,,,,,,,,,,
Vagner Rocha,,41.0,70.0,73.0,2.64,4.5,1.4,1.86,48.0,50.0,0.0,567.0,74.0,1.0,10.0,0.0,0.0,0.0,43.0,33.0,11.0,4.0,0.0
Lucas Rocha,,23.0,,,1.51,4.15,0.0,0.0,33.0,67.0,2.83,318.0,3.0,2.0,3.0,0.0,0.0,0.0,53.0,1.0,0.0,0.0,
Gregory Rodrigues,Grappler,32.0,75.0,75.0,5.52,4.69,2.74,0.37,51.0,100.0,0.73,493.0,363.0,53.0,37.0,10.0,2.0,3.0,56.0,42.0,16.0,5.0,0.0
Ronaldo Rodriguez,Striker,24.0,66.0,65.5,2.0,3.56,1.2,1.8,47.0,64.0,0.0,750.0,26.0,5.0,19.0,7.0,6.0,3.0,42.0,50.0,17.0,2.0,0.0
Pete Rodriguez,Jiu-Jitsu,27.0,69.0,71.0,9.28,12.83,0.0,0.0,43.0,100.0,2.96,101.0,38.0,6.0,3.0,5.0,0.0,0.0,44.0,5.0,2.0,0.0,
Christian Rodriguez,Freestyle,26.0,67.0,71.5,3.65,2.56,1.07,1.07,58.0,66.0,0.0,719.0,221.0,36.0,49.0,3.0,4.0,4.0,48.0,55.0,11.0,2.0,0.0
Yair Rodriguez,Freestyle,31.0,71.0,71.0,4.65,3.99,0.69,0.69,52.0,58.0,0.31,787.0,726.0,62.0,126.0,6.0,6.0,4.0,46.0,27.0,16.0,5.0,0.0
Alexandr Romanov,Wrestler,33.0,74.0,75.0,3.94,2.14,4.17,0.83,51.0,29.0,0.0,479.0,119.0,23.0,141.0,6.0,2.0,9.0,52.0,54.0,17.0,3.0,0.0
Kaleio Romero,,27.0,70.0,69.0,2.6,3.27,1.0,1.0,51.0,0.0,900.0,23.0,12.0,4.0,0.0,0.0,0.0,49.0,8.0,0.0,1.0,0.0,
Anthony Romero,,26.0,,,5.87,4.0,2.0,0.0,66.0,100.0,0.0,900.0,86.0,1.0,1.0,0.0,0.0,0.0,53.0,22.0,1.0,0.0,0.0
Juancamilo Ronderos,MMA,28.0,63.0,64.5,2.18,2.18,2.72,0.0,64.0,0.0,166.0,9.0,3.0,0.0,0.0,2.0,2.0,31.0,33.0,4.0,2.0,0.0,
Rong Zhu,Striker,23.0,69.0,71.0,5.47,5.6,2.09,0.21,46.0,85.0,0.63,716.0,311.0,21.0,60.0,13.0,1.0,4.0,51.0,63.0,24.0,5.0,0.0
Charles Rosa,Freestyle,36.0,69.0,69.0,3.08,3.86,1.67,1.0,47.0,38.0,0.0,828.0,492.0,23.0,38.0,3.0,3.0,8.0,36.0,35.0,14.0,8.0,0.0
Shannon Ross,Freestyle,34.0,66.0,74.0,5.96,7.39,0.0,0.0,55.0,100.0,0.0,294.0,105.0,12.0,0.0,7.0,5.0,1.0,39.0,0.0,13.0,9.0,0.0
Khalil Rountree Jr.,MMA,34.0,73.0,76.5,3.84,4.18,0.0,0.13,50.0,59.0,1.66,470.0,393.0,31.0,27.0,10.0,3.0,0.0,39.0,0.0,14.0,5.0,0.0
Phil Rowe,Boxer,33.0,75.0,80.5,3.65,4.34,0.7,0.35,55.0,57.0,0.53,731.0,261.0,27.0,23.0,6.0,0.0,4.0,50.0,36.0,10.0,5.0,0.0
Cam Rowston,,28.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Brandon Royval,Brawler,31.0,69.0,68.0,4.33,3.42,0.47,1.1,46.0,40.0,0.47,635.0,355.0,15.0,42.0,4.0,3.0,9.0,37.0,60.0,16.0,7.0,0.0
Jairzinho Rozenstruik,MMA,36.0,74.0,78.0,3.44,2.78,0.0,0.0,48.0,76.0,0.94,516.0,325.0,34.0,26.0,13.0,1.0,0.0,50.0,0.0,14.0,5.0,0.0
Mauricio Ruffy,Striker,27.0,71.0,75.0,4.88,3.8,0.0,0.0,59.0,100.0,0.77,584.0,74.0,1.0,20.0,10.0,0.0,0.0,59.0,0.0,10.0,1.0,0.0
Nursulton Ruziboev,,30.0,77.0,76.0,2.5,4.6,0.77,0.0,49.0,0.77,392.0,37.0,1.0,11.0,12.0,2.0,20.0,43.0,100.0,34.0,9.0,2.0,
Cameron Saaiman,MMA,23.0,68.0,67.0,5.32,4.18,0.91,0.69,52.0,47.0,0.46,656.0,257.0,23.0,69.0,6.0,1.0,1.0,47.0,29.0,9.0,2.0,0.0
Danny Sabatello,,30.0,,,2.07,0.2,3.0,1.0,25.0,100.0,0.0,900.0,2.0,0.0,29.0,0.0,0.0,0.0,57.0,75.0,1.0,0.0,0.0
Pat Sabatini,Brazilian Jiu-Jitsu,33.0,68.0,70.0,2.02,1.54,3.73,1.86,49.0,50.0,0.27,483.0,44.0,10.0,60.0,2.0,8.0,11.0,60.0,42.0,18.0,5.0,0.0
Nazim Sadykhov,,29.0,70.0,69.0,4.94,5.72,1.71,0.34,49.0,75.0,0.69,656.0,152.0,26.0,38.0,6.0,1.0,2.0,49.0,63.0,9.0,1.0,1.0
Frankie Saenz,,42.0,66.0,66.0,3.94,3.5,1.74,0.12,52.0,62.0,0.23,776.0,287.0,174.0,48.0,3.0,8.0,2.0,47.0,32.0,13.0,7.0,0.0
Benoît Saint Denis,MMA,28.0,71.0,73.0,5.7,4.98,4.76,1.49,43.0,69.0,1.19,432.0,166.0,50.0,71.0,4.0,0.0,9.0,55.0,37.0,13.0,2.0,0.0
Ovince Saint Preux,MMA,40.0,75.0,80.0,3.03,3.32,1.1,0.5,48.0,67.0,0.46,579.0,707.0,89.0,195.0,12.0,8.0,8.0,48.0,37.0,27.0,17.0,0.0
Muslim Salikhov,,40.0,71.0,70.0,3.32,2.92,1.12,0.0,63.0,71.0,0.37,660.0,334.0,28.0,40.0,13.0,5.0,2.0,49.0,33.0,20.0,5.0,0.0
Quillan Salkilld,,23.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Dylan Salvador,,30.0,,,4.34,11.57,0.0,0.0,47.0,0.0,166.0,12.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,,
Vinicius Salvador,Jiu-Jitsu,27.0,67.0,70.5,5.48,6.5,0.36,0.0,48.0,87.0,1.07,632.0,209.0,14.0,8.0,13.0,0.0,1.0,43.0,11.0,14.0,7.0,0.0
Cory Sandhagen,MMA,32.0,71.0,70.0,5.02,3.46,1.19,0.3,57.0,63.0,0.3,863.0,845.0,34.0,131.0,7.0,7.0,3.0,44.0,32.0,17.0,5.0,0.0
Shaheen Santana,,32.0,,,0.82,1.65,0.0,2.75,40.0,0.0,655.0,8.0,1.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,
