Name,Style,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws
Daniel Santos,Muay Thai,28.0,67.0,67.0,4.26,5.12,1.9,0.0,51.0,73.0,0.38,789.0,109.0,23.0,36.0,6.0,3.0,2.0,37.0,50.0,12.0,2.0,0.0
Edivan Santos,,31.0,76.0,78.0,1.55,7.09,0.0,0.0,26.0,25.0,0.0,660.0,11.0,6.0,0.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,
Gabriel Santos,MMA,26.0,69.0,70.0,4.46,6.03,4.34,1.24,45.0,67.0,0.0,727.0,91.0,15.0,2.0,3.0,3.0,4.0,55.0,47.0,10.0,2.0,0.0
Keisuke Sasu,,28.0,,,2.76,2.42,3.76,1.88,48.0,62.0,0.0,479.0,53.0,12.0,1.0,0.0,0.0,0.0,49.0,40.0,1.0,2.0,0.0
Brandon Sayles,,42.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Matt Schnell,Boxing,34.0,68.0,70.0,4.23,4.56,0.59,1.04,55.0,50.0,0.15,466.0,364.0,37.0,26.0,2.0,5.0,9.0,39.0,44.0,16.0,8.0,0.0
Matthew Semelsberger,Freestyle,31.0,73.0,75.0,3.78,4.21,1.02,0.38,54.0,46.0,1.27,709.0,357.0,36.0,54.0,6.0,3.0,1.0,43.0,57.0,11.0,7.0,0.0
Igor Severino,MMA,20.0,67.0,69.5,7.17,4.33,9.69,0.0,48.0,50.0,1.94,465.0,71.0,4.0,36.0,4.0,0.0,4.0,52.0,71.0,8.0,1.0,0.0
Edmen Shahbazyan,MMA,26.0,74.0,75.0,3.6,4.09,2.24,0.56,46.0,63.0,0.93,439.0,176.0,61.0,53.0,11.0,1.0,1.0,52.0,39.0,13.0,4.0,0.0
Henrique Shiguemoto,,33.0,,,3.6,6.0,0.0,0.0,17.0,50.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,
Jack Shore,MMA,29.0,68.0,71.0,3.75,2.32,3.1,0.65,57.0,76.0,0.33,689.0,243.0,46.0,55.0,4.0,4.0,9.0,59.0,39.0,17.0,2.0,0.0
Ronal Siahaan,,27.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
Serhiy Sidey,Freestyle,27.0,71.0,72.0,5.16,4.19,0.0,0.0,56.0,0.86,523.0,83.0,6.0,1.0,7.0,2.0,1.0,35.0,0.0,10.0,2.0,0.0,
Jacob Silva,,35.0,,,4.17,4.92,1.51,0.0,57.0,67.0,0.0,597.0,73.0,6.0,4.0,0.0,0.0,0.0,45.0,100.0,0.0,2.0,0.0
Erik Silva,,36.0,69.0,71.0,2.07,1.57,3.76,0.0,40.0,63.0,0.0,319.0,14.0,7.0,12.0,3.0,2.0,4.0,70.0,80.0,9.0,3.0,0.0
Joaquim Silva,Jiu-Jitsu,35.0,68.0,69.0,3.66,4.53,0.39,0.78,53.0,69.0,0.39,633.0,323.0,70.0,31.0,7.0,2.0,3.0,43.0,50.0,13.0,6.0,0.0
Danny Silva,Boxing,27.0,71.0,70.0,8.3,9.47,3.0,0.5,59.0,100.0,0.5,900.0,197.0,48.0,4.0,5.0,4.0,0.0,59.0,50.0,9.0,1.0,0.0
Jhonata Silva,,27.0,,,4.86,9.85,0.0,0.0,44.0,0.0,457.0,36.0,1.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,0.0,,
Jean Silva,Striker,27.0,67.0,69.0,5.37,4.43,0.81,0.0,58.0,80.0,1.22,556.0,165.0,30.0,4.0,11.0,1.0,2.0,53.0,50.0,14.0,2.0,0.0
Jansey Silva,,28.0,,,0.46,2.32,0.0,0.0,33.0,0.0,259.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,,
Bruno Silva,Striker,34.0,72.0,74.0,4.12,5.45,0.93,0.0,42.0,74.0,0.37,540.0,243.0,33.0,58.0,20.0,3.0,0.0,50.0,28.0,23.0,11.0,0.0
Bruno Silva,Grappler,34.0,64.0,65.0,3.32,3.14,2.26,0.23,59.0,60.0,1.36,568.0,159.0,19.0,42.0,6.0,4.0,4.0,49.0,29.0,14.0,5.0,2.0
Ricky Simon,Wrestling,31.0,66.0,69.0,2.99,3.84,5.2,0.33,62.0,75.0,0.33,778.0,417.0,52.0,74.0,6.0,10.0,4.0,44.0,44.0,20.0,6.0,0.0
Mitchell Sipe,,27.0,74.0,,5.5,9.98,1.53,0.0,46.0,0.0,589.0,46.0,5.0,3.0,0.0,0.0,0.0,57.0,20.0,4.0,1.0,0.0,
Anthony Smith,Freestyle,36.0,76.0,76.0,3.24,4.6,0.46,0.63,47.0,50.0,0.4,591.0,737.0,66.0,41.0,19.0,4.0,15.0,49.0,27.0,38.0,20.0,0.0
Cameron Smotherman,,25.0,,,4.0,13.0,0.0,0.0,35.0,0.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,,
Devin Smyth,,27.0,,,2.6,6.73,4.0,0.0,25.0,100.0,0.0,900.0,1.0,31.0,7.0,0.0,0.0,0.0,68.0,27.0,0.0,0.0,0.0
Alexander Soldatkin,,30.0,,,1.16,1.35,1.45,0.0,26.0,50.0,0.0,620.0,4.0,7.0,1.0,0.0,0.0,0.0,60.0,50.0,0.0,1.0,0.0
Joe Solecki,Grappler,30.0,69.0,70.5,1.98,1.77,2.23,1.43,48.0,20.0,0.0,628.0,104.0,13.0,70.0,1.0,3.0,8.0,57.0,47.0,13.0,5.0,0.0
Song Yadong,Boxer,26.0,68.0,67.0,4.49,3.96,0.66,0.17,56.0,72.0,0.58,776.0,683.0,54.0,77.0,9.0,9.0,3.0,44.0,40.0,21.0,8.0,1.0
Emrah Sonmez,,30.0,,,1.47,1.73,5.0,0.0,48.0,0.0,900.0,12.0,2.0,8.0,0.0,0.0,0.0,47.0,22.0,0.0,1.0,0.0,
Benardo Sopaj,MMA,23.0,66.0,66.0,3.06,4.56,3.06,0.0,53.0,50.0,0.0,881.0,21.0,0.0,24.0,0.0,0.0,0.0,52.0,75.0,11.0,3.0,0.0
Mario Sousa,,26.0,75.0,79.5,2.82,2.99,0.52,0.52,28.0,38.0,0.0,575.0,46.0,10.0,25.0,0.0,0.0,0.0,51.0,25.0,1.0,2.0,0.0
Willian Souza,,36.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Ryan Spann,MMA,32.0,77.0,79.0,3.25,3.89,1.34,1.54,44.0,48.0,1.15,335.0,183.0,21.0,50.0,6.0,3.0,12.0,41.0,35.0,21.0,10.0,0.0
Serghei Spivac,Sambo,29.0,75.0,78.0,3.51,3.72,4.63,0.66,50.0,70.0,0.0,453.0,161.0,14.0,143.0,7.0,3.0,8.0,50.0,65.0,17.0,4.0,0.0
Daniel Spohn,,38.0,76.0,78.0,2.42,1.6,0.0,2.48,54.0,29.0,0.0,545.0,25.0,11.0,8.0,7.0,5.0,4.0,49.0,0.0,16.0,5.0,0.0
Ricky Steele,,35.0,,,4.07,2.93,0.0,0.0,50.0,92.0,0.0,900.0,26.0,22.0,13.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0
Aljamain Sterling,Kickboxer,35.0,67.0,71.0,4.61,2.3,2.31,0.73,58.0,45.0,0.0,797.0,807.0,185.0,233.0,3.0,13.0,8.0,53.0,28.0,24.0,4.0,0.0
Lazar Stojadinovic,,34.0,67.0,68.0,1.82,1.97,0.0,0.0,59.0,0.0,395.0,11.0,1.0,0.0,3.0,4.0,5.0,29.0,0.0,12.0,6.0,0.0,
Sean Strickland,MMA,33.0,73.0,76.0,6.01,4.48,0.78,0.17,62.0,77.0,0.26,939.0,1891.0,75.0,103.0,11.0,13.0,4.0,42.0,64.0,29.0,6.0,0.0
Vineesh Subrahmanyan,,,,,,,,,,,,,,,,,,,,,,,
Lukasz Sudolski,,30.0,76.0,75.5,5.7,4.89,0.0,0.0,28.0,100.0,0.0,221.0,9.0,12.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,0.0,
Danilo Suzart,,32.0,,,4.09,11.73,0.0,0.0,52.0,0.0,220.0,12.0,3.0,0.0,0.0,0.0,0.0,56.0,0.0,1.0,0.0,,
Daniel Swain,,32.0,,,0.8,3.2,0.0,6.0,41.0,0.0,300.0,3.0,1.0,0.0,0.0,0.0,0.0,44.0,20.0,10.0,1.0,,
Cub Swanson,Brazilian Jiu-Jitsu,40.0,68.0,70.0,4.67,3.86,1.04,0.4,59.0,63.0,0.36,701.0,1393.0,192.0,162.0,13.0,11.0,4.0,51.0,50.0,29.0,14.0,0.0
Evan Sweesy,,,,,,,,,,,,,,,,,,,,,,,
Oumar Sy,MMA,28.0,76.0,83.0,0.0,0.81,8.07,4.04,25.0,0.0,223.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,67.0,10.0,0.0,0.0,
Kevin Syler,,29.0,69.0,,5.6,4.03,1.0,2.0,48.0,78.0,0.0,900.0,136.0,4.0,28.0,0.0,0.0,0.0,69.0,40.0,10.0,1.0,0.0
Kevin Szaflarski,,28.0,77.0,77.5,1.13,8.07,0.0,0.0,30.0,0.0,900.0,17.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,
Justin Tafa,Striker,30.0,72.0,74.0,4.09,5.02,0.0,0.0,48.0,50.0,1.11,360.0,187.0,26.0,8.0,7.0,0.0,0.0,55.0,0.0,7.0,4.0,0.0
Junior Tafa,Kickboxer,27.0,75.0,72.0,1.81,1.86,0.0,0.0,50.0,81.0,0.66,453.0,26.0,14.0,1.0,5.0,0.0,0.0,41.0,5.0,2.0,0.0,
Tatsuro Taira,,24.0,67.0,70.0,3.56,1.7,2.35,2.09,47.0,63.0,0.52,576.0,91.0,8.0,106.0,5.0,4.0,7.0,66.0,47.0,16.0,0.0,0.0
Montrel Talbert,,30.0,,,,,,,,,,,,,,,,,,,,,
Payton Talbott,,25.0,70.0,70.5,8.38,3.57,0.0,0.47,51.0,90.0,0.95,475.0,207.0,14.0,44.0,7.0,1.0,1.0,56.0,0.0,9.0,0.0,0.0
Murtaza Talha,,27.0,,,4.91,8.29,0.0,0.0,30.0,100.0,0.0,586.0,25.0,23.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0,0.0
Brad Tavares,MMA,36.0,73.0,74.0,3.38,3.15,0.78,0.0,56.0,81.0,0.2,769.0,870.0,133.0,38.0,5.0,12.0,2.0,43.0,27.0,20.0,10.0,0.0
Ramon Taveras,MMA,30.0,68.0,70.0,4.63,5.41,0.0,0.0,65.0,100.0,1.67,358.0,79.0,1.0,3.0,5.0,2.0,3.0,45.0,10.0,2.0,0.0,
Testy Test,,,,,,,,,,,,,,,,,,,,,,,
David Teymur,,34.0,69.0,73.0,4.69,3.53,0.94,0.0,55.0,78.0,0.71,638.0,270.0,21.0,8.0,4.0,4.0,0.0,43.0,33.0,8.0,2.0,0.0
Timothy Thomas,,34.0,,,,,,,,,,,,,,,,,,,,,
Stephen Thompson,Karate,41.0,72.0,75.0,4.11,3.03,0.26,0.0,55.0,66.0,0.51,877.0,1085.0,72.0,45.0,8.0,8.0,1.0,46.0,42.0,17.0,7.0,1.0
Denis Tiuliulin,Striker,36.0,73.0,77.0,3.61,5.23,0.96,0.0,38.0,72.0,0.64,470.0,142.0,22.0,6.0,9.0,1.0,0.0,41.0,43.0,11.0,10.0,0.0
Duško Todorović,MMA,29.0,73.0,74.0,5.54,4.55,0.96,0.0,47.0,45.0,0.0,469.0,156.0,125.0,65.0,8.0,1.0,3.0,58.0,13.0,12.0,4.0,0.0
Tuco Tokkos,Brazilian Jiu-Jitsu,33.0,76.0,76.0,3.26,4.57,1.96,0.0,45.0,33.0,0.0,230.0,24.0,1.0,0.0,6.0,2.0,2.0,43.0,100.0,10.0,4.0,0.0
Ilia Topuria,Brazilian Jiu-Jitsu,27.0,67.0,69.0,4.4,3.35,1.92,1.28,65.0,93.0,1.07,602.0,230.0,12.0,67.0,5.0,1.0,8.0,46.0,56.0,15.0,0.0,0.0
Manuel Torres,MMA,28.0,70.0,73.5,8.14,3.15,3.26,1.63,57.0,89.0,4.88,138.0,60.0,7.0,8.0,7.0,1.0,7.0,59.0,67.0,15.0,2.0,0.0
Antonio Trocoli,Muay Thai,33.0,77.0,80.0,1.28,6.1,0.91,0.91,24.0,100.0,0.0,492.0,16.0,5.0,0.0,3.0,4.0,5.0,51.0,13.0,12.0,4.0,0.0
Arman Tsarukyan,Kickboxer,27.0,67.0,72.5,3.79,1.84,3.25,0.0,54.0,75.0,0.32,756.0,331.0,40.0,154.0,9.0,8.0,5.0,49.0,37.0,22.0,3.0,0.0
Rei Tsuruya,MMA,22.0,66.0,68.0,2.28,1.31,5.45,2.54,47.0,50.0,0.0,620.0,20.0,4.0,70.0,4.0,1.0,4.0,61.0,50.0,10.0,0.0,0.0
Gavin Tucker,Jiu-Jitsu,37.0,66.5,66.0,4.29,4.18,3.13,1.46,57.0,54.0,0.0,617.0,247.0,49.0,13.0,4.0,3.0,6.0,45.0,44.0,13.0,3.0,0.0
Tai Tuivasa,,31.0,74.0,75.0,3.96,5.05,0.0,0.0,43.0,58.0,1.19,403.0,281.0,104.0,14.0,14.0,1.0,0.0,50.0,0.0,15.0,7.0,0.0
Marco Tulio,,,,,3.2,2.2,2.0,1.0,52.0,0.0,900.0,37.0,1.0,10.0,0.0,0.0,0.0,49.0,25.0,1.0,0.0,0.0,
Anton Turkalj,MMA,27.0,76.0,78.0,2.45,3.42,4.98,0.0,54.0,17.0,0.0,578.0,94.0,15.0,9.0,5.0,1.0,2.0,43.0,41.0,8.0,4.0,0.0
Wellington Turman,Jiu-Jitsu,27.0,72.0,72.0,3.23,4.17,1.55,0.78,45.0,43.0,0.0,644.0,237.0,51.0,24.0,4.0,6.0,8.0,51.0,21.0,18.0,8.0,0.0
Jalin Turner,MMA,29.0,75.0,77.0,5.6,4.57,0.79,1.11,42.0,74.0,1.27,437.0,385.0,52.0,93.0,10.0,0.0,4.0,49.0,56.0,14.0,8.0,0.0
Austin Tweedy,,32.0,69.0,68.0,4.29,6.43,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,67.0,8.0,2.0,0.0,,,
Marcin Tybura,MMA,38.0,75.0,78.0,3.57,3.34,1.42,0.13,55.0,77.0,0.07,667.0,541.0,78.0,176.0,9.0,9.0,7.0,49.0,33.0,25.0,9.0,0.0
Tagir Ulanbekov,Grappler,33.0,67.0,70.0,3.22,3.3,3.71,2.12,51.0,61.0,0.27,679.0,135.0,29.0,18.0,1.0,7.0,7.0,46.0,47.0,16.0,2.0,0.0
Carlos Ulberg,Kickboxer,33.0,76.0,77.0,7.41,3.6,0.95,0.32,53.0,75.0,1.89,356.0,301.0,22.0,29.0,7.0,2.0,2.0,60.0,75.0,11.0,1.0,0.0
Elias Urbina,,29.0,0.0,,3.85,6.17,0.0,0.0,51.0,0.0,467.0,25.0,5.0,0.0,1.0,1.0,1.0,38.0,0.0,3.0,1.0,0.0,
Gilbert Urbina,MMA,27.0,69.0,75.0,5.61,4.61,3.01,0.75,45.0,0.75,399.0,58.0,22.0,32.0,2.0,3.0,2.0,57.0,44.0,7.0,4.0,0.0,
Nick Urso,,37.0,66.0,66.0,3.61,5.06,0.0,0.0,36.0,0.0,83.0,4.0,1.0,0.0,2.0,5.0,3.0,45.0,0.0,10.0,4.0,0.0,
Kamaru Usman,Freestyle,37.0,72.0,76.0,4.36,2.74,2.82,0.1,54.0,90.0,0.48,1047.0,787.0,236.0,347.0,9.0,10.0,1.0,52.0,45.0,20.0,4.0,0.0
Mohammed Usman,MMA,35.0,74.0,79.0,3.41,4.41,0.69,0.0,50.0,60.0,0.23,787.0,212.0,6.0,6.0,4.0,5.0,2.0,37.0,18.0,11.0,4.0,0.0
Ivan Valenzuela,,30.0,,,0.0,9.6,0.0,0.0,33.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
Kevin Vallejos,,21.0,,,4.73,5.8,0.0,0.0,51.0,67.0,0.0,900.0,69.0,2.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,1.0,0.0
Joshua Van,Freestyle,22.0,65.0,65.0,8.55,6.34,1.2,0.0,59.0,81.0,0.3,748.0,380.0,33.0,13.0,6.0,3.0,2.0,53.0,50.0,10.0,2.0,0.0
Lando Vannata,MMA,31.0,69.0,71.0,4.52,4.76,1.09,0.3,55.0,69.0,0.5,699.0,597.0,53.0,34.0,4.0,3.0,5.0,45.0,38.0,12.0,7.0,2.0
Manny Vazquez,,29.0,70.0,72.0,1.47,2.67,1.0,1.0,49.0,1.0,900.0,15.0,4.0,3.0,1.0,4.0,6.0,42.0,33.0,11.0,2.0,0.0,
Greg Velasco,,,,,0.0,1.52,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
Carlos Vera,Jiu-Jitsu,36.0,66.0,69.5,0.8,2.53,0.0,0.0,46.0,0.0,900.0,6.0,1.0,5.0,1.0,5.0,5.0,48.0,11.0,4.0,0.0,,
Marlon Vera,Grappler,31.0,68.0,70.5,4.27,5.37,0.51,0.83,50.0,73.0,0.56,809.0,1087.0,144.0,151.0,8.0,5.0,10.0,49.0,39.0,23.0,10.0,1.0
Nikolay Veretennikov,,34.0,73.0,74.0,3.4,3.33,0.0,0.0,55.0,60.0,0.0,900.0,86.0,9.0,7.0,0.0,0.0,0.0,60.0,0.0,12.0,4.0,0.0
CJ Vergara,Freestyle,32.0,66.0,68.0,5.24,4.62,0.0,0.19,53.0,61.0,0.38,678.0,289.0,41.0,84.0,7.0,5.0,0.0,58.0,12.0,5.0,1.0,
Marvin Vettori,MMA,30.0,72.0,74.0,4.56,4.24,1.66,0.47,57.0,69.0,0.06,1015.0,982.0,78.0,96.0,2.0,7.0,9.0,46.0,45.0,19.0,7.0,1.0
Rodolfo Vieira,Brazilian Jiu-Jitsu,34.0,72.0,73.0,3.19,4.6,4.18,1.57,49.0,100.0,0.0,492.0,151.0,8.0,24.0,1.0,0.0,9.0,55.0,30.0,10.0,2.0,0.0
Mateo Vogel,,27.0,,,4.47,2.87,1.0,0.0,66.0,0.0,900.0,64.0,3.0,0.0,0.0,0.0,0.0,46.0,17.0,0.0,1.0,0.0,
Alexander Volkanovski,,35.0,66.0,71.5,6.16,3.44,1.78,0.18,58.0,70.0,0.36,949.0,1157.0,144.0,258.0,13.0,9.0,3.0,57.0,38.0,26.0,4.0,0.0
Alexander Volkov,Brazilian Jiu-Jitsu,35.0,79.0,80.0,5.13,3.0,0.45,0.19,55.0,73.0,0.26,770.0,966.0,146.0,73.0,24.0,9.0,3.0,57.0,64.0,38.0,10.0,0.0
Jordan Vucenic,MMA,28.0,70.5,73.0,2.27,2.0,0.0,0.0,56.0,75.0,1.0,900.0,24.0,7.0,3.0,2.0,5.0,6.0,40.0,0.0,13.0,3.0,0.0
Chase Waldon,,36.0,73.0,75.0,1.03,6.72,7.76,0.0,38.0,0.0,116.0,2.0,0.0,0.0,3.0,3.0,5.0,29.0,33.0,11.0,3.0,0.0,
Johnny Walker,MMA,32.0,78.0,82.0,3.87,3.12,0.45,0.89,44.0,57.0,0.6,403.0,275.0,37.0,78.0,16.0,2.0,3.0,53.0,100.0,21.0,9.0,0.0
Valter Walker,MMA,26.0,78.0,78.5,2.2,3.87,4.0,0.0,43.0,0.0,900.0,23.0,2.0,8.0,6.0,4.0,1.0,49.0,80.0,11.0,1.0,0.0,
Austin Wall,,,,,,,,,,,,,,,,,,,,,,,
Joshua Wang-Kim,,30.0,,,2.95,4.43,1.17,0.0,61.0,67.0,0.0,772.0,37.0,1.0,0.0,0.0,0.0,0.0,40.0,100.0,0.0,1.0,0.0
Chris Weidman,,39.0,74.0,78.0,3.18,3.22,3.44,0.78,52.0,65.0,0.31,605.0,404.0,58.0,148.0,6.0,6.0,4.0,45.0,43.0,16.0,7.0,0.0
Dakota Weigher,,33.0,,,,,,,,,,,,,,,,,,,,,
Jeremiah Wells,Brazilian Jiu-Jitsu,37.0,69.0,74.0,2.41,1.31,3.08,0.84,49.0,80.0,0.56,535.0,64.0,5.0,60.0,5.0,3.0,4.0,43.0,44.0,12.0,4.0,1.0
Sheldon Westcott,,38.0,73.0,71.0,2.26,3.73,3.23,0.0,37.0,14.0,0.0,558.0,10.0,20.0,33.0,4.0,2.0,4.0,41.0,38.0,10.0,3.0,1.0
Patrik White,,30.0,72.0,72.0,9.77,6.28,0.0,0.0,61.0,50.0,0.0,344.0,46.0,9.0,1.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,
Robert Whittaker,Brazilian Jiu-Jitsu,33.0,72.0,73.5,4.58,3.44,0.8,0.0,60.0,83.0,0.55,813.0,1184.0,93.0,90.0,10.0,10.0,5.0,43.0,38.0,27.0,7.0,0.0
Josh Wick,,28.0,,,0.65,6.52,0.0,0.0,41.0,80.0,0.0,276.0,3.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,0.0,
Karl Williams,MMA,34.0,75.0,79.0,2.68,2.15,4.2,0.2,56.0,100.0,0.2,900.0,145.0,7.0,49.0,3.0,7.0,0.0,49.0,49.0,10.0,2.0,0.0
Nathaniel Wood,MMA,31.0,66.0,69.0,5.75,4.0,1.56,0.52,56.0,73.0,0.31,788.0,712.0,48.0,71.0,8.0,7.0,5.0,51.0,48.0,21.0,6.0,0.0
Val Woodburn,Freestyle,30.0,68.0,74.0,1.6,4.93,1.92,0.0,36.0,50.0,0.96,469.0,17.0,5.0,3.0,5.0,2.0,0.0,36.0,100.0,7.0,2.0,0.0
Rani Yahya,MMA,39.0,66.0,67.0,1.71,2.08,2.73,1.82,50.0,29.0,0.0,601.0,365.0,31.0,83.0,0.0,7.0,21.0,39.0,31.0,28.0,12.0,1.0
Mohammad Yahya,MMA,30.0,69.0,73.0,2.38,4.96,0.76,0.76,39.0,43.0,0.0,593.0,45.0,2.0,0.0,7.0,4.0,2.0,43.0,100.0,12.0,5.0,0.0
Petr Yan,Boxer,31.0,67.5,67.0,5.14,4.36,1.73,0.14,59.0,85.0,0.69,1002.0,806.0,122.0,187.0,7.0,8.0,1.0,54.0,51.0,17.0,5.0,0.0
Sang Hoon Yoo,,33.0,,,5.0,7.27,1.0,1.0,27.0,75.0,0.0,845.0,56.0,19.0,0.0,0.0,0.0,0.0,67.0,100.0,1.0,0.0,0.0
Shane Young,MMA,30.0,68.0,72.5,5.19,5.46,0.63,0.0,53.0,64.0,0.21,616.0,347.0,26.0,0.0,6.0,3.0,4.0,41.0,19.0,13.0,8.0,0.0
Aiemann Zahabi,MMA,36.0,68.0,68.5,3.43,3.61,0.2,0.0,71.0,79.0,0.59,652.0,243.0,11.0,7.0,6.0,2.0,2.0,44.0,17.0,11.0,2.0,0.0
